Mod:Item:MetaData, Localized Name
IC2:itemPartCircuitAdv, ic2.itemPartCircuitAdv.name
IC2:itemPartAlloy, ic2.itemPartAlloy.name
IC2:itemPartCarbonFibre, ic2.itemPartCarbonFibre.name
IC2:itemPartCarbonMesh, ic2.itemPartCarbonMesh.name
IC2:itemPartCarbonPlate, ic2.itemPartCarbonPlate.name
IC2:itemOreIridium, ic2.itemOreIridium.name
IC2:itemPartIridium, ic2.itemPartIridium.name
IC2:itemShardIridium, ic2.itemShardIridium.name
IC2:itemTreetap, ic2.itemTreetap.name
IC2:itemToolBronzePickaxe, ic2.itemToolBronzePickaxe.name
IC2:itemToolBronzeAxe, ic2.itemToolBronzeAxe.name
IC2:itemToolBronzeSword, ic2.itemToolBronzeSword.name
IC2:itemToolBronzeSpade, ic2.itemToolBronzeSpade.name
IC2:itemToolBronzeHoe, ic2.itemToolBronzeHoe.name
IC2:itemToolWrench, ic2.itemToolWrench.name
IC2:itemToolCutter, ic2.itemToolCutter.name
IC2:itemFoamSprayer, ic2.itemFoamSprayer.name
IC2:itemToolbox, ic2.itemToolbox.name
IC2:itemContainmentbox, ic2.itemContainmentbox.name
IC2:itemToolForgeHammer, ic2.itemToolForgeHammer.name
IC2:itemLathingTool, ic2.itemLathingTool.name
IC2:itemcrystalmemory, ic2.itemcrystalmemory.name
IC2:itemToolDrill, ic2.itemToolDrill.name
IC2:itemToolDDrill, ic2.itemToolDDrill.name
IC2:itemToolIridiumDrill, ic2.itemToolIridiumDrill.name
IC2:itemToolChainsaw, ic2.itemToolChainsaw.name
IC2:itemToolWrenchElectric, ic2.itemToolWrenchElectric.name
IC2:itemTreetapElectric, ic2.itemTreetapElectric.name
IC2:itemToolMiningLaser, ic2.itemToolMiningLaser.name
IC2:itemToolMEter, ic2.itemToolMEter.name
IC2:itemScanner, ic2.itemScanner.name
IC2:itemScannerAdv, ic2.itemScannerAdv.name
IC2:obscurator, ic2.obscurator.name
IC2:itemFreq, ic2.itemFreq.name
IC2:itemNanoSaber, ic2.itemNanoSaber.name
IC2:plasmaLauncher, ic2.plasmaLauncher.name
IC2:windmeter, ic2.windmeter.name
IC2:itemArmorHazmatHelmet, ic2.itemArmorHazmatHelmet.name
IC2:itemArmorHazmatChestplate, ic2.itemArmorHazmatChestplate.name
IC2:itemArmorHazmatLeggings, ic2.itemArmorHazmatLeggings.name
IC2:itemArmorRubBoots, ic2.itemArmorRubBoots.name
IC2:itemArmorBronzeHelmet, ic2.itemArmorBronzeHelmet.name
IC2:itemArmorBronzeChestplate, ic2.itemArmorBronzeChestplate.name
IC2:itemArmorBronzeLegs, ic2.itemArmorBronzeLegs.name
IC2:itemArmorBronzeBoots, ic2.itemArmorBronzeBoots.name
IC2:itemArmorAlloyChestplate, ic2.itemArmorAlloyChestplate.name
IC2:itemArmorNanoHelmet, ic2.itemArmorNanoHelmet.name
IC2:itemArmorNanoChestplate, ic2.itemArmorNanoChestplate.name
IC2:itemArmorNanoLegs, ic2.itemArmorNanoLegs.name
IC2:itemArmorNanoBoots, ic2.itemArmorNanoBoots.name
IC2:itemArmorQuantumHelmet, ic2.itemArmorQuantumHelmet.name
IC2:itemArmorQuantumChestplate, ic2.itemArmorQuantumChestplate.name
IC2:itemArmorQuantumLegs, ic2.itemArmorQuantumLegs.name
IC2:itemArmorQuantumBoots, ic2.itemArmorQuantumBoots.name
IC2:itemArmorJetpack, ic2.itemArmorJetpack.name
IC2:itemArmorJetpackElectric, ic2.itemArmorJetpackElectric.name
IC2:itemArmorBatpack, ic2.itemArmorBatpack.name
IC2:itemArmorAdvBatpack, ic2.itemArmorAdvBatpack.name
IC2:itemArmorEnergypack, ic2.itemArmorEnergypack.name
IC2:itemArmorCFPack, ic2.itemArmorCFPack.name
IC2:itemSolarHelmet, ic2.itemSolarHelmet.name
IC2:itemStaticBoots, ic2.itemStaticBoots.name
IC2:itemNightvisionGoggles, ic2.itemNightvisionGoggles.name
IC2:itemBatREDischarged, ic2.itemBatREDischarged.name
IC2:itemBatRE, ic2.itemBatRE.name
IC2:itemAdvBat, ic2.itemAdvBat.name
IC2:itemBatCrystal, ic2.itemBatCrystal.name
IC2:itemBatLamaCrystal, ic2.itemBatLamaCrystal.name
IC2:itemBatSU, ic2.itemBatSU.name
IC2:itemBatChargeRE, ic2.itemBatChargeRE.name
IC2:itemBatChargeAdv, ic2.itemBatChargeAdv.name
IC2:itemBatChargeCrystal, ic2.itemBatChargeCrystal.name
IC2:itemBatChargeLamaCrystal, ic2.itemBatChargeLamaCrystal.name
IC2:itemCable:0, ic2.itemCable
IC2:itemCable:1, ic2.itemCableO
IC2:itemCable:2, ic2.itemGoldCable
IC2:itemCable:3, ic2.itemGoldCableI
IC2:itemCable:5, ic2.itemIronCable
IC2:itemCable:6, ic2.itemIronCableI
IC2:itemCable:9, ic2.itemGlassCable
IC2:itemCable:10, ic2.itemTinCable
IC2:itemCable:11, ic2.itemDetectorCable
IC2:itemCable:12, ic2.itemSplitterCable
IC2:itemCable:13, ic2.itemTinCableI
IC2:itemCellEmpty:0, ic2.itemCellEmpty
IC2:itemCellEmpty:1, ic2.itemCellWater
IC2:itemCellEmpty:2, ic2.itemCellLava
IC2:itemCellEmpty:3, ic2.itemCellUuMatter
IC2:itemCellEmpty:4, ic2.itemCellCF
IC2:itemCellEmpty:5, ic2.itemCellAir
IC2:itemCellEmpty:6, ic2.itemCellBiomass
IC2:itemCellEmpty:7, ic2.itemCellBiogas
IC2:itemCellEmpty:8, ic2.itemCellWaterElectro
IC2:itemCellEmpty:9, ic2.itemCellCoolant
IC2:itemCellEmpty:10, ic2.itemCellHotCoolant
IC2:itemCellEmpty:11, ic2.itemCellPahoehoelava
IC2:itemCellEmpty:12, ic2.itemCellDistilledWater
IC2:itemCellEmpty:13, ic2.itemCellSuperheatedSteam
IC2:itemCellEmpty:14, ic2.itemCellSteam
IC2:itemTinCan, ic2.itemTinCan.name
IC2:itemTinCanFilled, ic2.itemTinCanFilled.name
IC2:reactorMOXSimple, ic2.reactorMOXSimple.name
IC2:reactorMOXDual, ic2.reactorMOXDual.name
IC2:reactorMOXQuad, ic2.reactorMOXQuad.name
IC2:reactorUraniumSimple, ic2.reactorUraniumSimple.name
IC2:reactorUraniumDual, ic2.reactorUraniumDual.name
IC2:reactorUraniumQuad, ic2.reactorUraniumQuad.name
IC2:reactorMOXSimpledepleted, ic2.reactorMOXSimpledepleted.name
IC2:reactorMOXDualdepleted, ic2.reactorMOXDualdepleted.name
IC2:reactorMOXQuaddepleted, ic2.reactorMOXQuaddepleted.name
IC2:reactorUraniumSimpledepleted, ic2.reactorUraniumSimpledepleted.name
IC2:reactorUraniumDualdepleted, ic2.reactorUraniumDualdepleted.name
IC2:reactorUraniumQuaddepleted, ic2.reactorUraniumQuaddepleted.name
IC2:reactorCoolantSimple, ic2.reactorCoolantSimple.name
IC2:reactorCoolantTriple, ic2.reactorCoolantTriple.name
IC2:reactorCoolantSix, ic2.reactorCoolantSix.name
IC2:reactorPlating, ic2.reactorPlating.name
IC2:reactorPlatingHeat, ic2.reactorPlatingHeat.name
IC2:reactorPlatingExplosive, ic2.reactorPlatingExplosive.name
IC2:reactorHeatSwitch, ic2.reactorHeatSwitch.name
IC2:reactorHeatSwitchCore, ic2.reactorHeatSwitchCore.name
IC2:reactorHeatSwitchSpread, ic2.reactorHeatSwitchSpread.name
IC2:reactorHeatSwitchDiamond, ic2.reactorHeatSwitchDiamond.name
IC2:reactorVent, ic2.reactorVent.name
IC2:reactorVentCore, ic2.reactorVentCore.name
IC2:reactorVentGold, ic2.reactorVentGold.name
IC2:reactorVentSpread, ic2.reactorVentSpread.name
IC2:reactorVentDiamond, ic2.reactorVentDiamond.name
IC2:reactorReflector, ic2.reactorReflector.name
IC2:reactorReflectorThick, ic2.reactorReflectorThick.name
IC2:reactorCondensator, ic2.reactorCondensator.name
IC2:reactorCondensatorLap, ic2.reactorCondensatorLap.name
IC2:itemTFBP, ic2.itemTFBP.name
IC2:itemTFBPCultivation, ic2.itemTFBPCultivation.name
IC2:itemTFBPIrrigation, ic2.itemTFBPIrrigation.name
IC2:itemTFBPChilling, ic2.itemTFBPChilling.name
IC2:itemTFBPDesertification, ic2.itemTFBPDesertification.name
IC2:itemTFBPFlatification, ic2.itemTFBPFlatification.name
IC2:itemTFBPMushroom, ic2.itemTFBPMushroom.name
IC2:itemPartCoalBall, ic2.itemPartCoalBall.name
IC2:itemPartCoalBlock, ic2.itemPartCoalBlock.name
IC2:itemPartCoalChunk, ic2.itemPartCoalChunk.name
IC2:itemPartIndustrialDiamond, ic2.itemPartIndustrialDiamond.name
IC2:itemSlag, ic2.itemSlag.name
IC2:itemScrap, ic2.itemScrap.name
IC2:itemScrapbox, ic2.itemScrapbox.name
IC2:itemFuelPlantBall, ic2.itemFuelPlantBall.name
IC2:itemBiochaff, ic2.itemBiochaff.name
IC2:itemToolPainter, ic2.itemToolPainter.name
IC2:itemToolPainterBlack, ic2.itemToolPainterBlack.name
IC2:itemToolPainterRed, ic2.itemToolPainterRed.name
IC2:itemToolPainterGreen, ic2.itemToolPainterGreen.name
IC2:itemToolPainterBrown, ic2.itemToolPainterBrown.name
IC2:itemToolPainterBlue, ic2.itemToolPainterBlue.name
IC2:itemToolPainterPurple, ic2.itemToolPainterPurple.name
IC2:itemToolPainterCyan, ic2.itemToolPainterCyan.name
IC2:itemToolPainterLightGrey, ic2.itemToolPainterLightGrey.name
IC2:itemToolPainterDarkGrey, ic2.itemToolPainterDarkGrey.name
IC2:itemToolPainterPink, ic2.itemToolPainterPink.name
IC2:itemToolPainterLime, ic2.itemToolPainterLime.name
IC2:itemToolPainterYellow, ic2.itemToolPainterYellow.name
IC2:itemToolPainterCloud, ic2.itemToolPainterCloud.name
IC2:itemToolPainterMagenta, ic2.itemToolPainterMagenta.name
IC2:itemToolPainterOrange, ic2.itemToolPainterOrange.name
IC2:itemToolPainterWhite, ic2.itemToolPainterWhite.name
IC2:itemDynamite, ic2.itemDynamite.name
IC2:itemDynamiteSticky, ic2.itemDynamiteSticky.name
IC2:itemRemote, ic2.itemRemote.name
IC2:upgradeModule:0, ic2.overclockerUpgrade
IC2:upgradeModule:1, ic2.transformerUpgrade
IC2:upgradeModule:2, ic2.energyStorageUpgrade
IC2:upgradeModule:3, ic2.ejectorUpgrade
IC2:upgradeModule:4, ic2.fluidEjectorUpgrade
IC2:upgradeModule:5, ic2.redstoneinvUpgrade
IC2:upgradeModule:6, ic2.pullingUpgrade
IC2:itemCoin, ic2.itemCoin.name
IC2:itemDoorAlloy, ic2.itemDoorAlloy.name
IC2:itemPartCFPowder, ic2.itemPartCFPowder.name
IC2:itemGrinPowder, ic2.itemGrinPowder.name
IC2:itemDebug, ic2.itemDebug.name
IC2:itemBoat:0, ic2.boatCarbon
IC2:itemBoat:1, ic2.boatRubber
IC2:itemBoat:2, ic2.boatRubberBroken
IC2:itemBoat:3, ic2.boatElectric
IC2:itemWeedingTrowel, ic2.itemWeedingTrowel.name
IC2:itemWeed, ic2.itemWeed.name
IC2:itemCropSeed, ic2.itemCropSeed.name
IC2:itemCropnalyzer, ic2.itemCropnalyzer.name
IC2:itemFertilizer, ic2.itemFertilizer.name
IC2:itemCellHydrant, ic2.itemCellHydrant.name
IC2:itemToolHoe, ic2.itemToolHoe.name
IC2:itemTerraWart, ic2.itemTerraWart.name
IC2:itemWeedEx, ic2.itemWeedEx.name
IC2:itemMugEmpty, ic2.itemMugEmpty.name
IC2:itemCofeeBeans, ic2.itemCofeeBeans.name
IC2:itemCofeePowder, ic2.itemCofeePowder.name
IC2:itemMugCoffee:0, ic2.itemMugCoffee_0
IC2:itemMugCoffee:1, ic2.itemMugCoffee_1
IC2:itemMugCoffee:2, ic2.itemMugCoffee_2
IC2:itemHops, ic2.itemHops.name
IC2:itemBarrel, ic2.itemBarrel.name
IC2:itemMugBooze, ic2.itemMugBooze.name
IC2:itemwoodrotor, ic2.itemwoodrotor.name
IC2:itemironrotor, ic2.itemironrotor.name
IC2:itemsteelrotor, ic2.itemsteelrotor.name
IC2:itemwcarbonrotor, ic2.itemwcarbonrotor.name
IC2:itemSteamTurbine, ic2.itemSteamTurbine.name
IC2:itemSteamTurbineBlade, ic2.itemSteamTurbineBlade.name
IC2:itemIronBlockCuttingBlade, ic2.itemIronBlockCuttingBlade.name
IC2:itemAdvIronBlockCuttingBlade, ic2.itemAdvIronBlockCuttingBlade.name
IC2:itemDiamondBlockCuttingBlade, ic2.itemDiamondBlockCuttingBlade.name
Mantle:mantleBook:0, Mantle:item.mantle.manual.beginner.name
Mantle:mantleBook:1, Mantle:item.mantle.manual.toolstation.name
Mantle:mantleBook:2, Mantle:item.mantle.manual.smeltery.name
Mantle:mantleBook:3, Mantle:item.mantle.manual.diary.name
Natura:natura.spawnegg:0, Spawn Imp
Natura:natura.spawnegg:1, Spawn Heatscar Spider
Natura:natura.spawnegg:2, Spawn Nitro Creeper
Natura:natura.spawnegg:3, Spawn Baby Heatscar Spider
Natura:barleyFood:0, Barley
Natura:barleyFood:1, Barley Flour
Natura:barleyFood:2, Wheat Flour
Natura:barleyFood:3, Cotton
Natura:barleyFood:4, Sulfur
Natura:barleyFood:5, Ghostwood Fletching
Natura:barleyFood:6, Imp Leather
Natura:barleyFood:7, Flamestring
Natura:barleyFood:8, Blue Dye
Natura:barley.seed:0, Barley Seeds
Natura:barley.seed:1, Cotton Seeds
Natura:waterdrop, Cactus Juice
Natura:wheatBag, Wheat Seed Bag
Natura:barleyBag, Barley Seed Bag
Natura:potatoBag, Potato Bag
Natura:carrotBag, Carrot Bag
Natura:wartBag, Nether Wart Bag
Natura:cottonBag, Cotton Seed Bag
Natura:boneBag, Bonemeal Bag
Natura:berry.nether:0, Blightberry
Natura:berry.nether:1, Duskberry
Natura:berry.nether:2, Skyberry
Natura:berry.nether:3, Stingberry
Natura:berry:0, Raspberry
Natura:berry:1, Blueberry
Natura:berry:2, Blackberry
Natura:berry:3, Maloberry
Natura:berryMedley:0, Berry Medley
Natura:saguaro.fruit, Saguaro Fruit
Natura:redwoodDoorItem:0, Redwood Door
Natura:redwoodDoorItem:1, Eucalyptus Door
Natura:redwoodDoorItem:2, Hopseed Door
Natura:redwoodDoorItem:3, Sakura Door
Natura:redwoodDoorItem:4, Ghostwood Door
Natura:redwoodDoorItem:5, Bloodwood Door
Natura:redwoodDoorItem:6, Redwood Bark Door
Natura:Natura.netherfood:0, Potash Apple
Natura:natura.stick:0, Stick
Natura:natura.stick:1, Stick
Natura:natura.stick:2, Stick
Natura:natura.stick:3, Stick
Natura:natura.stick:4, Stick
Natura:natura.stick:5, Stick
Natura:natura.stick:6, Stick
Natura:natura.stick:7, Stick
Natura:natura.stick:8, Stick
Natura:natura.stick:9, Stick
Natura:natura.stick:10, Stick
Natura:natura.stick:11, Stick
Natura:natura.stick:12, Stick
Natura:natura.sword.ghostwood, Ghostwood Sword
Natura:natura.pickaxe.ghostwood, Ghostwood Pickaxe
Natura:natura.shovel.ghostwood, Ghostwood Shovel
Natura:natura.axe.ghostwood, Ghostwood Hatchet
Natura:natura.sword.bloodwood, Bloodwood Sword
Natura:natura.pickaxe.bloodwood, Bloodwood Pickaxe
Natura:natura.shovel.bloodwood, Bloodwood Shovel
Natura:natura.axe.bloodwood, Bloodwood Hatchet
Natura:natura.sword.darkwood, Darkwood Sword
Natura:natura.pickaxe.darkwood, Darkwood Pickaxe
Natura:natura.shovel.darkwood, Darkwood Shovel
Natura:natura.axe.darkwood, Darkwood Hatchet
Natura:natura.sword.fusewood, Fusewood Sword
Natura:natura.pickaxe.fusewood, Fusewood Pickaxe
Natura:natura.shovel.fusewood, Fusewood Shovel
Natura:natura.axe.fusewood, Fusewood Hatchet
Natura:natura.sword.netherquartz, Quartz Sword
Natura:natura.pickaxe.netherquartz, Quartz Pickaxe
Natura:natura.shovel.netherquartz, Quartz Shovel
Natura:natura.axe.netherquartz, Quartz Hatchet
Natura:natura.kama.netherquartz, Quartz Kama
Natura:natura.kama.ghostwood, Ghostwood Kama
Natura:natura.kama.bloodwood, Bloodwood Kama
Natura:natura.kama.darkwood, Darkwood Kama
Natura:natura.kama.fusewood, Fusewood Kama
Natura:natura.bow.ghostwood, Ghostwood Bow
Natura:natura.bow.bloodwood, Bloodwood Bow
Natura:natura.bow.darkwood, Darkwood Bow
Natura:natura.bow.fusewood, Fusewood Bow
Natura:natura.armor.imphelmet, Impskin Helmet
Natura:natura.armor.impjerkin, Impskin Jerkin
Natura:natura.armor.impleggings, Impskin Leggings
Natura:natura.armor.impboots, Impskin Boots
Natura:natura.flintandblaze, Flint and Blaze
Natura:impmeat:0, Raw Imphide
Natura:impmeat:1, Cooked Imphide
Natura:natura.emptybowl, item.natura.emptybowl.name
Natura:natura.stewbowl, item.natura.stewbowl.name
Forestry:fertilizerBio, Compost
Forestry:fertilizerCompound, Fertilizer
Forestry:apatite, Apatite
Forestry:researchNote, %s's Notes
Forestry:ingotCopper, Copper Ingot
Forestry:ingotTin, Tin Ingot
Forestry:ingotBronze, Bronze Ingot
Forestry:wrench, Wrench
Forestry:pipette, Pipette
Forestry:sturdyMachine, Sturdy Casing
Forestry:hardenedMachine, Hardened Casing
Forestry:impregnatedCasing, Impregnated Casing
Forestry:craftingMaterial:0, Pulsating Dust
Forestry:craftingMaterial:1, Pulsating Mesh
Forestry:craftingMaterial:2, Silk Wisp
Forestry:craftingMaterial:3, Woven Silk
Forestry:craftingMaterial:4, Dissipation Charge
Forestry:craftingMaterial:5, Ice Shard
Forestry:craftingMaterial:6, Scented Paneling
Forestry:naturalistHelmet, Spectacles
Forestry:peat, Peat
Forestry:ash, Ash
Forestry:bituminousPeat, Bituminous Peat
Forestry:gearBronze, Bronze Gear
Forestry:gearCopper, Copper Gear
Forestry:gearTin, Tin Gear
Forestry:chipsets:0, Basic Circuit Board
Forestry:chipsets:1, Enhanced Circuit Board
Forestry:chipsets:2, Refined Circuit Board
Forestry:chipsets:3, Intricate Circuit Board
Forestry:solderingIron, Soldering Iron
Forestry:carton, Carton
Forestry:oakStick, Impregnated Stick
Forestry:woodPulp, Wood Pulp
Forestry:brokenBronzePickaxe, Broken Pickaxe
Forestry:brokenBronzeShovel, Broken Shovel
Forestry:bronzePickaxe, Survivalist's Pickaxe
Forestry:bronzeShovel, Survivalist's Shovel
Forestry:kitShovel, Shovel Kit
Forestry:kitPickaxe, Pickaxe Kit
Forestry:mouldyWheat, Mouldy Wheat
Forestry:decayingWheat, Decaying Wheat
Forestry:mulch, Mulch
Forestry:iodineCapsule, Iodine Capsule
Forestry:phosphor, Phosphor
Forestry:beeswax, Beeswax
Forestry:refractoryWax, Refractory Wax
Forestry:fruits:0, Cherry
Forestry:fruits:1, Walnut
Forestry:fruits:2, Chestnut
Forestry:fruits:3, Lemon
Forestry:fruits:4, Plum
Forestry:fruits:5, Date
Forestry:fruits:6, Papaya
Forestry:canEmpty, Can
Forestry:waxCapsule, Wax Capsule
Forestry:refractoryEmpty, Refractory Capsule
Forestry:canEthanol, Ethanol Can
Forestry:waxCapsuleEthanol, Ethanol Capsule
Forestry:refractoryEthanol, Ethanol Capsule
Forestry:bucketEthanol, Ethanol Bucket
Forestry:canBiomass, Biomass Can
Forestry:waxCapsuleBiomass, Biomass Capsule
Forestry:refractoryBiomass, Biomass Capsule
Forestry:bucketBiomass, Biomass Bucket
Forestry:bucketGlass, Molten Glass Bucket
Forestry:canHoney, Honey Can
Forestry:waxCapsuleHoney, Honey Capsule
Forestry:refractoryHoney, Honey Capsule
Forestry:bucketHoney, Honey Bucket
Forestry:canIce, Ice Can
Forestry:waxCapsuleIce, Ice Capsule
Forestry:refractoryIce, Ice Capsule
Forestry:bucketIce, Crushed Ice Bucket
Forestry:canJuice, Juice Can
Forestry:waxCapsuleJuice, Juice Capsule
Forestry:refractoryJuice, Juice Capsule
Forestry:bucketJuice, Juice Bucket
Forestry:canSeedOil, Seed Oil Can
Forestry:waxCapsuleSeedOil, Seed Oil Capsule
Forestry:refractorySeedOil, Seed Oil Capsule
Forestry:bucketSeedOil, Seed Oil Bucket
Forestry:canShortMead, Short Mead Can
Forestry:waxCapsuleShortMead, Short Mead Capsule
Forestry:refractoryShortMead, Short Mead Capsule
Forestry:bucketShortMead, Short Mead Bucket
Forestry:canMead, Mead Can
Forestry:waxCapsuleMead, Mead Capsule
Forestry:refractoryMead, Mead Capsule
Forestry:bucketMead, Mead Bucket
Forestry:canWater, Water Can
Forestry:waxCapsuleWater, Water Capsule
Forestry:refractoryWater, Water Capsule
Forestry:canLava, Lava Can
Forestry:refractoryLava, Lava Capsule
Forestry:canFuel, Fuel Can
Forestry:waxCapsuleFuel, Fuel Capsule
Forestry:refractoryFuel, Fuel Capsule
Forestry:canOil, Oil Can
Forestry:waxCapsuleOil, Oil Capsule
Forestry:refractoryOil, Oil Capsule
Forestry:beealyzer, Beealyzer
Forestry:habitatLocator, Habitat Locator
Forestry:imprinter, Imprinter
Forestry:cart.beehouse:0, Minecart with Bee House
Forestry:cart.beehouse:1, Minecart with Apiary
Forestry:frameUntreated, Untreated Frame
Forestry:frameImpregnated, Impregnated Frame
Forestry:frameProven, Proven Frame
Forestry:honeyDrop:0, Honey Drop
Forestry:pollen:0, Pollen Cluster
Forestry:pollen:1, Crystalline Pollen Cluster
Forestry:propolis:0, Propolis
Forestry:propolis:1, Sticky Propolis
Forestry:propolis:3, Silky Propolis
Forestry:honeydew, Honeydew
Forestry:royalJelly, Royal Jelly
Forestry:waxCast, Wax Cast
Forestry:beeCombs:0, Honey Comb
Forestry:beeCombs:2, Simmering Comb
Forestry:beeCombs:3, Stringy Comb
Forestry:beeCombs:4, Frozen Comb
Forestry:beeCombs:5, Dripping Comb
Forestry:beeCombs:6, Silky Comb
Forestry:beeCombs:7, Parched Comb
Forestry:beeCombs:15, Mossy Comb
Forestry:beeCombs:16, Mellow Comb
Forestry:apiaristHelmet, Apiarist's Hat
Forestry:apiaristChest, Apiarist's Shirt
Forestry:apiaristLegs, Apiarist's Pants
Forestry:apiaristBoots, Apiarist's Shoes
Forestry:scoop, Scoop
Forestry:treealyzer, Treealyzer
Forestry:grafter, Grafter
Forestry:grafterProven, Proven Grafter
Forestry:honeyedSlice, Honeyed Slice
Forestry:beverage, item.for.beverage.name
Forestry:ambrosia, Ambrosia
Forestry:honeyPot, Honey Pot
Forestry:infuser, Infuser
Forestry:flutterlyzer, Flutterlyzer
Forestry:stamps:0, Stamp (1n)
Forestry:stamps:1, Stamp (2n)
Forestry:stamps:2, Stamp (5n)
Forestry:stamps:3, Stamp (10n)
Forestry:stamps:4, Stamp (20n)
Forestry:stamps:5, Stamp (50n)
Forestry:stamps:6, Stamp (100n)
Forestry:letters, Letter
Forestry:catalogue, Catalogue
